[8490]    $DSM12,055739,-83.82839,-002.07073,130.0,0.0,153.3,0B
[8554]    $DSM14,055739,+62.25204,+026.11040,126.0,21.0,105.5,0F
[8587]    $DSM15,055739,+62.24550,+026.14212,132.0,0.0,175.8,0F
[8699]    $DSM18,055739,+62.25275,+026.09955,120.0,19.0,88.6,0F
[8730]    $DSM19,055739,+62.24326,+026.14602,126.0,0.0,180.0,0F
[8826]    $DSM00,055739,+62.22453,+026.16128,7826.0,103.0,154.7,0F
[8906]    $DSM01,055740,+62.24304,+025.73919,170.0,0.0,0.0,0F
[9178]    $DSM09,055737,+62.22688,+026.15890,7626.0,100.0,154.7,0F
[9210]    $DSM0A,055740,+62.24456,+026.14349,142.0,9.0,71.7,0F
[9242]    $DSM0B,055740,+62.24603,+026.14212,124.0,0.0,109.7,0B
[9418]    $DSM10,055740,+62.24567,+026.14227,122.0,0.0,191.2,0F
[9449]    $DSM11,055739,+62.24560,+026.14220,126.0,0.0,0.0,0F
[9497]    $DSM12,055740,+62.24583,+026.14216,130.0,0.0,153.3,0F
[9561]    $DSM14,055740,+62.25198,+026.11070,126.0,18.0,105.5,0F
[9593]    $DSM15,055740,+62.24550,+026.14212,132.0,0.0,175.8,0F
[9705]    $DSM18,055740,+62.25275,+026.09994,120.0,20.0,90.0,0F
[9737]    $DSM19,055740,+62.24326,+026.14602,126.0,0.0,180.0,0F
[9833]    $DSM00,055740,+62.22371,+026.16212,7824.0,103.0,154.7,0F
[9897]    $DSM01,055741,+62.24304,+025.73919,170.0,0.0,0.0,0F
[10168]    $DSM09,055738,+62.22688,+026.15890,7626.0,100.0,154.7,0F
[10200]    $DSM0A,055741,+62.24460,+026.14369,140.0,11.0,74.5,0F
[10281]    $DSM0C,055741,+62.25272,+026.10150,122.0,12.0,94.2,0F
[10408]    $DSM10,055741,+62.24567,+026.14227,122.0,0.0,191.2,0F
[10456]    $DSM11,055739,+62.24560,+026.14220,126.0,0.0,0.0,0F
[10552]    $DSM14,055741,+62.25194,+026.11105,126.0,17.0,105.5,0F
[10696]    $DSM18,055741,+62.25275,+026.10032,120.0,20.0,90.0,0F
[10839]    $DSM00,055741,+62.22286,+026.16296,7824.0,103.0,154.7,0F
[10903]    $DSM01,055742,+62.24304,+025.73919,170.0,0.0,0.0,0F
[11175]    $DSM09,055739,+62.22480,+026.16115,7626.0,104.0,153.3,0F
[11207]    $DSM0A,055742,+62.24462,+026.14390,140.0,11.0,74.5,0F
[11239]    $DSM0B,055742,+62.26800,+026.14212,124.0,0.0,109.7,0B
[11271]    $DSM0C,055742,+62.25271,+026.10165,122.0,9.0,98.4,0F
[11415]    $DSM10,055742,+62.24567,+026.14227,122.0,0.0,191.2,0F
[11495]    $DSM12,055734,+62.25407,+026.14216,130.0,0.0,153.3,0F
[11559]    $DSM14,055742,+62.25189,+026.11142,126.0,19.0,106.9,0F
[11591]    $DSM15,055742,+62.24550,+026.14212,132.0,0.0,175.8,0F
[11702]    $DSM18,055742,+62.25274,+026.10071,120.0,20.0,90.0,0F
[11735]    $DSM19,055742,+62.24326,+026.14602,126.0,0.0,180.0,0F
[11830]    $DSM00,055742,+62.22204,+026.16381,7824.0,103.0,154.7,0F
[11894]    $DSM01,055743,+62.24304,+025.73919,170.0,0.0,0.0,0F
[12182]    $DSM09,055740,+62.22480,+026.16115,7626.0,104.0,153.3,0F
[12214]    $DSM0A,055743,+62.24465,+026.14414,140.0,13.0,73.1,0F
[12246]    $DSM0B,055743,+62.24603,+026.14212,124.0,0.0,109.7,0F
[12278]    $DSM0C,055743,+62.25270,+026.10176,122.0,7.0,99.8,0F
[12422]    $DSM10,055743,+62.24567,+026.14227,122.0,0.0,191.2,0F
[12454]    $DSM11,055743,+62.24560,+026.14220,126.0,0.0,0.0,0F
[12549]    $DSM14,055743,+62.25184,+026.11178,126.0,20.0,106.9,0F
